,FIPS,Date,Home Value
398032,48309,2011-10-31,115389.0
398033,36065,2011-10-31,112395.0
398034,22103,2011-10-31,180250.0
398035,24021,2011-10-31,273465.0
398036,49057,2011-10-31,165238.0
398037,39085,2011-10-31,123931.0
398038,01101,2011-10-31,105162.0
398039,45091,2011-10-31,150283.0
398040,51550,2011-10-31,246725.0
398041,29047,2011-10-31,143609.0
398042,22055,2011-10-31,167083.0
398043,05007,2011-10-31,138065.0
398044,06007,2011-10-31,191466.0
398045,36091,2011-10-31,237364.0
398046,29099,2011-10-31,150008.0
398047,36063,2011-10-31,110421.0
398048,25001,2011-10-31,360104.0
398049,42069,2011-10-31,131423.0
398050,13057,2011-10-31,171907.0
398051,39165,2011-10-31,181345.0
398052,19113,2011-10-31,132997.0
398053,04025,2011-10-31,177791.0
398054,39155,2011-10-31,81229.0
398055,48423,2011-10-31,132623.0
398056,35013,2011-10-31,168368.0
398057,42125,2011-10-31,141053.0
398058,51013,2011-10-31,566069.0
398059,37071,2011-10-31,109870.0
398060,51760,2011-10-31,160878.0
398061,13151,2011-10-31,111942.0
398062,41029,2011-10-31,200861.0
398063,05143,2011-10-31,130355.0
398064,37129,2011-10-31,191058.0
398065,37179,2011-10-31,187086.0
398066,53073,2011-10-31,254860.0
398067,17019,2011-10-31,137448.0
398068,06113,2011-10-31,262534.0
398069,36007,2011-10-31,110923.0
398070,13245,2011-10-31,
398071,27137,2011-10-31,132870.0
398072,04015,2011-10-31,137379.0
398073,26145,2011-10-31,76134.0
398074,18039,2011-10-31,113758.0
398075,17167,2011-10-31,123676.0
398076,39025,2011-10-31,165165.0
398077,10005,2011-10-31,256604.0
398078,23031,2011-10-31,234137.0
398079,04027,2011-10-31,116713.0
398080,55101,2011-10-31,109143.0
398081,01117,2011-10-31,184872.0
398082,48041,2011-10-31,157288.0
398083,01125,2011-10-31,145602.0
398084,54039,2011-10-31,104735.0
398085,22019,2011-10-31,
398086,12019,2011-10-31,146866.0
398087,12109,2011-10-31,224851.0
398088,09005,2011-10-31,238316.0
398089,13215,2011-10-31,117257.0
398090,16027,2011-10-31,92102.0
398091,45007,2011-10-31,135413.0
398092,28047,2011-10-31,120010.0
398093,17143,2011-10-31,107376.0
398094,15001,2011-10-31,
398095,42019,2011-10-31,206555.0
398096,47187,2011-10-31,323013.0
398097,36111,2011-10-31,202622.0
398098,01003,2011-10-31,155739.0
398099,06017,2011-10-31,288085.0
398100,26093,2011-10-31,171342.0
398101,12091,2011-10-31,170274.0
398102,51700,2011-10-31,171465.0
398103,18163,2011-10-31,103806.0
398104,13139,2011-10-31,135615.0
398105,37025,2011-10-31,157576.0
398106,20177,2011-10-31,109970.0
398107,45015,2011-10-31,146174.0
398108,37133,2011-10-31,171182.0
398109,06089,2011-10-31,121026.0
398110,55087,2011-10-31,142567.0
398111,13117,2011-10-31,238720.0
398112,53005,2011-10-31,198006.0
398113,06025,2011-10-31,116254.0
398114,39041,2011-10-31,254278.0
398115,18157,2011-10-31,129019.0
398116,12053,2011-10-31,94448.0
398117,39103,2011-10-31,173932.0
398118,47125,2011-10-31,157654.0
398119,26121,2011-10-31,81551.0
398120,42007,2011-10-31,112398.0
398121,42089,2011-10-31,157726.0
398122,17113,2011-10-31,153275.0
398123,46099,2011-10-31,156161.0
398124,37101,2011-10-31,149525.0
398125,12005,2011-10-31,160042.0
398126,37147,2011-10-31,128062.0
398127,24013,2011-10-31,295890.0
398128,55139,2011-10-31,104505.0
398129,39089,2011-10-31,135216.0
398130,55059,2011-10-31,139766.0
398131,44003,2011-10-31,195674.0
398132,09007,2011-10-31,277204.0
398133,19163,2011-10-31,132356.0
398134,18127,2011-10-31,170363.0
398135,26147,2011-10-31,101375.0
398136,37057,2011-10-31,120035.0
398137,29019,2011-10-31,164158.0
398138,10001,2011-10-31,193539.0
398139,45013,2011-10-31,263336.0
398140,39057,2011-10-31,151608.0
398141,39133,2011-10-31,144799.0
398142,28033,2011-10-31,161527.0
398143,47165,2011-10-31,182249.0
398144,55105,2011-10-31,
398145,26075,2011-10-31,88898.0
398146,45003,2011-10-31,135312.0
398147,12015,2011-10-31,124383.0
398148,21117,2011-10-31,130711.0
398149,37097,2011-10-31,170089.0
398150,36083,2011-10-31,168994.0
398151,08101,2011-10-31,122620.0
398152,31153,2011-10-31,169159.0
398153,25015,2011-10-31,248638.0
398154,41017,2011-10-31,211938.0
398155,20209,2011-10-31,68400.0
398156,48209,2011-10-31,185279.0
398157,34011,2011-10-31,142022.0
398158,47163,2011-10-31,110124.0
398159,26021,2011-10-31,144499.0
398160,50007,2011-10-31,271313.0
398161,13021,2011-10-31,65819.0
398162,15009,2011-10-31,562887.0
398163,36093,2011-10-31,160329.0
398164,37035,2011-10-31,128237.0
398165,42027,2011-10-31,242240.0
398166,23019,2011-10-31,138062.0
398167,22073,2011-10-31,123126.0
398168,06031,2011-10-31,139464.0
398169,09013,2011-10-31,227072.0
398170,26115,2011-10-31,122031.0
398171,12113,2011-10-31,156588.0
398172,37001,2011-10-31,
398173,48251,2011-10-31,129013.0
398174,06039,2011-10-31,149215.0
398175,27145,2011-10-31,148498.0
398176,38017,2011-10-31,178411.0
398177,42055,2011-10-31,155158.0
398178,48139,2011-10-31,143573.0
398179,34037,2011-10-31,239602.0
398180,42107,2011-10-31,72462.0
398181,30111,2011-10-31,201921.0
398182,17161,2011-10-31,100992.0
398183,24043,2011-10-31,164976.0
398184,08077,2011-10-31,181655.0
398185,24017,2011-10-31,253936.0
398186,33013,2011-10-31,211948.0
398187,12085,2011-10-31,177255.0
398188,39045,2011-10-31,151772.0
398189,18063,2011-10-31,157746.0
398190,27109,2011-10-31,169000.0
398191,35049,2011-10-31,288945.0
398192,42021,2011-10-31,74894.0
398193,13223,2011-10-31,
398194,37151,2011-10-31,117142.0
398195,28121,2011-10-31,
398196,12017,2011-10-31,108032.0
398197,01081,2011-10-31,160706.0
398198,51510,2011-10-31,442487.0
398199,13153,2011-10-31,126696.0
398200,28059,2011-10-31,
398201,18081,2011-10-31,139002.0
398202,16055,2011-10-31,181105.0
398203,37159,2011-10-31,118349.0
398204,39023,2011-10-31,91920.0
398205,49053,2011-10-31,205432.0
398206,12061,2011-10-31,134662.0
398207,18105,2011-10-31,158049.0
398208,51650,2011-10-31,161139.0
398209,48135,2011-10-31,111522.0
398210,45041,2011-10-31,115136.0
398211,48329,2011-10-31,169086.0
398212,42051,2011-10-31,89780.0
398213,45035,2011-10-31,158952.0
398214,06055,2011-10-31,355802.0
398215,26025,2011-10-31,88158.0
398216,17179,2011-10-31,120957.0
398217,36013,2011-10-31,86585.0
398218,06023,2011-10-31,239280.0
398219,04005,2011-10-31,248609.0
398220,37155,2011-10-31,
398221,55073,2011-10-31,130823.0
398222,37135,2011-10-31,254872.0
398223,42075,2011-10-31,162715.0
398224,13097,2011-10-31,101460.0
398225,55131,2011-10-31,174127.0
398226,18095,2011-10-31,77485.0
398227,22079,2011-10-31,140964.0
398228,35043,2011-10-31,
398229,48187,2011-10-31,184599.0
398230,48441,2011-10-31,102511.0
398231,48485,2011-10-31,92668.0
398232,04003,2011-10-31,91396.0
398233,25003,2011-10-31,219639.0
398234,19013,2011-10-31,118863.0
398235,19103,2011-10-31,194751.0
398236,35045,2011-10-31,99586.0
398237,27139,2011-10-31,216818.0
398238,51179,2011-10-31,272101.0
398239,34019,2011-10-31,366732.0
398240,22063,2011-10-31,153198.0
398241,13077,2011-10-31,151098.0
398242,42013,2011-10-31,93758.0
398243,44009,2011-10-31,324666.0
398244,05131,2011-10-31,103712.0
398245,39173,2011-10-31,138388.0
398246,27171,2011-10-31,160022.0
398247,39139,2011-10-31,83641.0
398248,40031,2011-10-31,83955.0
398249,13073,2011-10-31,175361.0
398250,33017,2011-10-31,196667.0
398251,47009,2011-10-31,161755.0
398252,47179,2011-10-31,144270.0
398253,37191,2011-10-31,111807.0
398254,51177,2011-10-31,211602.0
398255,23011,2011-10-31,142660.0
398256,36075,2011-10-31,98310.0
398257,48183,2011-10-31,104701.0
398258,22105,2011-10-31,145045.0
398259,48375,2011-10-31,81410.0
398260,48181,2011-10-31,111176.0
398261,48381,2011-10-31,147490.0
398262,01103,2011-10-31,99713.0
398263,45077,2011-10-31,127455.0
398264,21015,2011-10-31,165694.0
398265,01015,2011-10-31,87759.0
398266,09015,2011-10-31,172960.0
398267,18035,2011-10-31,72545.0
398268,29097,2011-10-31,73121.0
398269,22015,2011-10-31,171493.0
398270,48367,2011-10-31,175614.0
398271,53057,2011-10-31,234228.0
398272,13059,2011-10-31,123974.0
398273,41043,2011-10-31,150355.0
398274,42085,2011-10-31,100234.0
398275,36045,2011-10-31,129260.0
398276,42081,2011-10-31,135647.0
398277,40017,2011-10-31,145971.0
398278,55117,2011-10-31,100031.0
398279,17093,2011-10-31,171202.0
398280,37085,2011-10-31,140948.0
398281,55063,2011-10-31,145908.0
398282,39169,2011-10-31,132351.0
398283,47189,2011-10-31,201818.0
398284,17099,2011-10-31,104596.0
398285,21227,2011-10-31,141358.0
398286,17091,2011-10-31,125573.0
398287,05045,2011-10-31,141178.0
398288,49005,2011-10-31,175007.0
398289,36089,2011-10-31,73747.0
398290,22109,2011-10-31,144387.0
398291,18091,2011-10-31,119855.0
398292,26005,2011-10-31,128278.0
398293,20045,2011-10-31,169975.0
398294,17115,2011-10-31,84392.0
398295,13045,2011-10-31,100188.0
398296,18019,2011-10-31,108254.0
398297,48451,2011-10-31,
398298,30063,2011-10-31,242494.0
398299,13185,2011-10-31,109538.0
398300,34041,2011-10-31,213530.0
398301,48091,2011-10-31,230696.0
398302,36069,2011-10-31,155523.0
398303,18167,2011-10-31,80686.0
398304,39029,2011-10-31,80098.0
398305,26017,2011-10-31,84007.0
398306,26045,2011-10-31,121579.0
398307,23001,2011-10-31,151495.0
398308,41019,2011-10-31,175355.0
398309,45085,2011-10-31,102371.0
398310,04017,2011-10-31,133280.0
398311,37019,2011-10-31,222545.0
398312,22005,2011-10-31,188732.0
398313,05125,2011-10-31,166830.0
398314,37089,2011-10-31,189682.0
398315,13113,2011-10-31,199880.0
398316,39003,2011-10-31,88988.0
398317,21093,2011-10-31,126175.0
398318,17037,2011-10-31,151406.0
398319,24037,2011-10-31,270855.0
398320,01055,2011-10-31,80638.0
398321,16019,2011-10-31,137505.0
398322,54003,2011-10-31,
398323,37049,2011-10-31,148544.0
398324,48257,2011-10-31,151202.0
398325,13313,2011-10-31,100802.0
398326,39109,2011-10-31,125470.0
398327,53015,2011-10-31,158070.0
398328,55127,2011-10-31,158319.0
398329,19193,2011-10-31,93512.0
398330,55039,2011-10-31,108769.0
398331,36109,2011-10-31,182869.0
398332,01069,2011-10-31,122299.0
398333,39007,2011-10-31,95174.0
398334,29071,2011-10-31,136804.0
398335,42001,2011-10-31,204675.0
398336,24015,2011-10-31,215885.0
398337,46103,2011-10-31,176203.0
398338,13015,2011-10-31,112551.0
398339,13217,2011-10-31,77466.0
398340,26091,2011-10-31,107165.0
398341,51085,2011-10-31,238290.0
398342,36079,2011-10-31,321083.0
398343,29037,2011-10-31,141238.0
398344,41071,2011-10-31,198747.0
398345,36101,2011-10-31,92114.0
398346,51003,2011-10-31,310375.0
398347,47011,2011-10-31,126616.0
398348,12055,2011-10-31,95629.0
398349,06057,2011-10-31,298291.0
398350,55035,2011-10-31,127242.0
398351,24045,2011-10-31,133149.0
398352,47113,2011-10-31,101089.0
398353,37045,2011-10-31,121745.0
398354,02090,2011-10-31,211159.0
398355,34009,2011-10-31,352290.0
398356,51770,2011-10-31,109806.0
398357,21059,2011-10-31,101025.0
398358,05031,2011-10-31,116780.0
398359,54011,2011-10-31,90875.0
398360,22057,2011-10-31,
398361,13115,2011-10-31,86618.0
398362,54061,2011-10-31,138369.0
398363,05051,2011-10-31,124528.0
398364,37127,2011-10-31,114524.0
398365,12035,2011-10-31,151013.0
398366,51740,2011-10-31,145743.0
398367,28089,2011-10-31,202689.0
398368,06101,2011-10-31,178439.0
398369,13095,2011-10-31,65856.0
398370,42097,2011-10-31,83880.0
398371,51121,2011-10-31,181649.0
398372,36117,2011-10-31,110910.0
398373,19061,2011-10-31,146911.0
398374,37157,2011-10-31,91240.0
398375,12119,2011-10-31,193451.0
398376,39055,2011-10-31,193485.0
398377,19155,2011-10-31,124399.0
398378,01095,2011-10-31,92379.0
398379,01077,2011-10-31,107875.0
398380,39157,2011-10-31,110614.0
398381,48037,2011-10-31,73619.0
398382,45075,2011-10-31,78115.0
398383,51161,2011-10-31,166377.0
398384,56021,2011-10-31,207886.0
398385,42073,2011-10-31,91407.0
398386,27019,2011-10-31,234475.0
398387,30029,2011-10-31,214530.0
398388,37023,2011-10-31,
398389,21037,2011-10-31,123593.0
398390,47155,2011-10-31,170511.0
398391,19169,2011-10-31,161862.0
398392,30031,2011-10-31,296587.0
398393,29165,2011-10-31,170600.0
398394,29021,2011-10-31,93243.0
398395,53025,2011-10-31,131699.0
398396,33009,2011-10-31,175968.0
398397,02170,2011-10-31,239518.0
398398,42063,2011-10-31,98584.0
398399,36015,2011-10-31,95492.0
398400,42039,2011-10-31,85207.0
398401,55027,2011-10-31,118755.0
398402,24009,2011-10-31,309600.0
398403,27141,2011-10-31,152443.0
398404,26087,2011-10-31,115266.0
398405,37125,2011-10-31,195722.0
398406,06045,2011-10-31,287623.0
398407,26055,2011-10-31,146253.0
398408,54107,2011-10-31,91484.0
398409,40131,2011-10-31,186778.0
398410,48005,2011-10-31,78550.0
398411,55089,2011-10-31,221593.0
398412,48231,2011-10-31,147503.0
398413,39119,2011-10-31,93969.0
398414,41003,2011-10-31,239531.0
398415,13247,2011-10-31,105851.0
398416,51800,2011-10-31,225124.0
398417,55109,2011-10-31,161662.0
398418,13297,2011-10-31,114029.0
398419,55055,2011-10-31,138445.0
398420,26111,2011-10-31,109474.0
398421,01115,2011-10-31,153953.0
398422,22097,2011-10-31,100197.0
398423,37027,2011-10-31,101006.0
398424,21151,2011-10-31,140603.0
398425,28081,2011-10-31,
398426,44005,2011-10-31,358238.0
398427,16005,2011-10-31,127668.0
398428,01083,2011-10-31,
398429,18067,2011-10-31,82672.0
398430,41033,2011-10-31,207210.0
398431,01121,2011-10-31,91525.0
398432,36019,2011-10-31,113757.0
398433,48361,2011-10-31,99949.0
398434,42033,2011-10-31,81188.0
398435,17183,2011-10-31,57172.0
398436,55071,2011-10-31,108679.0
398437,30013,2011-10-31,150592.0
398438,38015,2011-10-31,197275.0
398439,37195,2011-10-31,99311.0
398440,47119,2011-10-31,137198.0
398441,01043,2011-10-31,108471.0
398442,36009,2011-10-31,94420.0
398443,28075,2011-10-31,
398444,36011,2011-10-31,113950.0
398445,13127,2011-10-31,168139.0
398446,39145,2011-10-31,68928.0
398447,01051,2011-10-31,142827.0
398448,54081,2011-10-31,76464.0
398449,48213,2011-10-31,123179.0
398450,53029,2011-10-31,265831.0
398451,48397,2011-10-31,203369.0
398452,51069,2011-10-31,203339.0
398453,37109,2011-10-31,167402.0
398454,53021,2011-10-31,142244.0
398455,39141,2011-10-31,91523.0
398456,42111,2011-10-31,94038.0
398457,36105,2011-10-31,166554.0
398458,05069,2011-10-31,54180.0
398459,29043,2011-10-31,147705.0
398460,18085,2011-10-31,136832.0
398461,40119,2011-10-31,117544.0
398462,16083,2011-10-31,129657.0
398463,33005,2011-10-31,175237.0
398464,39043,2011-10-31,117484.0
398465,05145,2011-10-31,99156.0
398466,18005,2011-10-31,126462.0
398467,45057,2011-10-31,176278.0
398468,35061,2011-10-31,115782.0
398469,51165,2011-10-31,198936.0
398470,26159,2011-10-31,119215.0
398471,20103,2011-10-31,145987.0
398472,29051,2011-10-31,
398473,41059,2011-10-31,109690.0
398474,29031,2011-10-31,132161.0
398475,48291,2011-10-31,93945.0
398476,51680,2011-10-31,118385.0
398477,53041,2011-10-31,120586.0
398478,56025,2011-10-31,184547.0
398479,41053,2011-10-31,191718.0
398480,48099,2011-10-31,125744.0
398481,26037,2011-10-31,134600.0
398482,47001,2011-10-31,124251.0
398483,24001,2011-10-31,81909.0
398484,28035,2011-10-31,
398485,39063,2011-10-31,108623.0
398486,55141,2011-10-31,100265.0
398487,18043,2011-10-31,129215.0
398488,12107,2011-10-31,71391.0
398489,21029,2011-10-31,147708.0
398490,45073,2011-10-31,135034.0
398491,48021,2011-10-31,193055.0
398492,21047,2011-10-31,90023.0
398493,51015,2011-10-31,191685.0
398494,37171,2011-10-31,101515.0
398495,36053,2011-10-31,143390.0
398496,12089,2011-10-31,179456.0
398497,22045,2011-10-31,106645.0
398498,12087,2011-10-31,
398499,40145,2011-10-31,133976.0
398500,53027,2011-10-31,108069.0
398501,53007,2011-10-31,201460.0
398502,47141,2011-10-31,127664.0
398503,06115,2011-10-31,154608.0
398504,23003,2011-10-31,91847.0
398505,04001,2011-10-31,98114.0
398506,35031,2011-10-31,
398507,53009,2011-10-31,215929.0
398508,25011,2011-10-31,176763.0
398509,20161,2011-10-31,
398510,01049,2011-10-31,83344.0
398511,40101,2011-10-31,75282.0
398512,26155,2011-10-31,86718.0
398513,39013,2011-10-31,67910.0
398514,26073,2011-10-31,
398515,13031,2011-10-31,107321.0
398516,18053,2011-10-31,71642.0
398517,55097,2011-10-31,126928.0
398518,18059,2011-10-31,152296.0
398519,40037,2011-10-31,87441.0
398520,39081,2011-10-31,
398521,45047,2011-10-31,
398522,40125,2011-10-31,83996.0
398523,13013,2011-10-31,84712.0
398524,37193,2011-10-31,97960.0
398525,54033,2011-10-31,78157.0
398526,42005,2011-10-31,85974.0
398527,18177,2011-10-31,86856.0
398528,18109,2011-10-31,134548.0
398529,47059,2011-10-31,85892.0
398530,13295,2011-10-31,92722.0
398531,45031,2011-10-31,72086.0
398532,51019,2011-10-31,187851.0
398533,05085,2011-10-31,125609.0
398534,48471,2011-10-31,124790.0
398535,37161,2011-10-31,107646.0
398536,28067,2011-10-31,
398537,12023,2011-10-31,87370.0
398538,42037,2011-10-31,124810.0
398539,17001,2011-10-31,95353.0
398540,15007,2011-10-31,448396.0
398541,26103,2011-10-31,109994.0
